compound,aurl,log(kappa),spacegroup_relax,agl_debye,agl_gruneisen,agl_heat_capacity_Cp_300K,agl_heat_capacity_Cv_300K,agl_thermal_expansion_300K,agl_vibrational_entropy_300K_atom,agl_vibrational_free_energy_300K_atom,agl_bulk_modulus_static_300K,agl_bulk_modulus_isothermal_300K
Be2Pd6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Be1Pd3_ICSD_107610,0.144209808,63,260.035,2.45397,24.0672,23.1574,5.26E-05,0.391745,-37.199,144.249,138.796
Cu4Hf4Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cu1Hf1Si1_ICSD_627916,0.733072016,62,372.971,2.03581,34.1476,33.4101,3.59E-05,0.300363,-6.77311,144.33,141.213
Dy2Sn4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Dy1Sn2_ICSD_152349,0.513286869,63,226.939,2.0928,18.1333,17.5146,5.56E-05,0.425569,-47.9971,57.6321,55.6659
P2Ru2Sr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/P2Ru2Sr1_ICSD_42966,1.0834417,139,446.95,2.16577,13.776,13.4798,3.37E-05,0.257169,8.67239,131.913,129.077
Sc2Te2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Sc1Te1_ICSD_43593,0.619773471,194,255.982,2.04319,11.9726,11.59,5.30E-05,0.395228,-38.3195,59.3208,57.4254
Ba1Nb4O6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ba1Nb4O6_ICSD_42006,1.09682662,123,579.942,2.04514,28.0621,27.6054,2.69E-05,0.197732,32.0282,196.584,193.384
Ga2Sc2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ga1Sc1_ICSD_103954,0.9180917,63,367.851,1.96291,11.5025,11.1643,5.10E-05,0.304472,-8.1968,72.3985,70.2692
N4Os4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/N1Os1_ICSD_167514,1.184330788,36,514.958,2.23314,21.1271,20.8235,2.17E-05,0.223839,21.3811,351.78,346.724
Ba2F8Pd2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba1F4Pd1_ICSD_108991,-0.060718426,140,261.106,2.32754,36.9253,34.7667,8.69E-05,0.394877,-38.2065,62.2113,58.5745
Eu1Te1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Eu1Te1_ICSD_183959,0.30579189,221,136.952,1.91909,6.1897,5.94115,7.15E-05,0.555759,-88.4083,34.3169,32.9389
Be2C2N4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Be1C1N2_ICSD_181041,1.834828736,122,1600.84,1.87228,7.80516,7.74919,1.30E-05,0.0352798,154.367,302.003,299.838
Al3Er3Ni3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1Er1Ni1_ICSD_607431,0.523572194,189,282.048,1.87305,26.5635,25.88,4.64E-05,0.370415,-30.2869,92.1495,89.7785
Fe4Hf2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Fe2Hf1_ICSD_103498,0.379820201,227,287.01,2.6521,18.2632,17.2476,7.00E-05,0.369429,-29.9652,104.019,98.2343
Al3Er1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al3Er1_ICSD_57766,1.03110132,221,414.813,2.09954,11.3616,10.9545,5.82E-05,0.276181,1.75611,74.2268,71.567
Co8Y12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Co2Y3_ICSD_1844,0.199398602,58,252.05,1.75187,59.4312,57.9908,4.67E-05,0.397798,-39.1447,69.9032,68.209
Ba1Te1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ba1Te1_ICSD_108097,0.415257217,221,154.971,2.02374,6.19624,5.92513,7.40E-05,0.524692,-78.8789,30.0412,28.7267
Dy12Pt4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Dy3Pt1_ICSD_630113,-0.103399386,62,146.024,1.8151,48.5463,47.4553,4.17E-05,0.536943,-82.6427,66.7833,65.2824
Ag1Cu4Yb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ag1Cu4Yb1_ICSD_605055,0.040000714,216,205.914,2.31597,18.757,17.6135,9.10E-05,0.454824,-57.2096,68.9822,64.7767
Br1K1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Br1K1_ICSD_18015,-0.074213642,225,155.772,2.37152,7.25904,5.93895,0.000287105,0.551016,-86.9566,11.0707,9.05744
B8Rh8Y2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/B4Rh4Y1_ICSD_44569,0.709912445,137,478.119,2.0717,48.6647,47.7894,2.93E-05,0.241336,14.6052,223.508,219.487
Ir1Li1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ir1Li1_ICSD_104487,0.817684338,187,287.068,2.30361,5.94238,5.74349,4.95E-05,0.36656,-29.0276,142.769,137.99
Mg3Y3Zn3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mg1Y1Zn1_ICSD_160907,0.436006718,189,285.085,1.85046,26.8333,25.8675,6.62E-05,0.368995,-29.8236,49.5706,47.7863
N2Tc4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Tc2_ICSD_182011,1.273443448,194,571.106,2.18655,15.3395,15.1365,2.04E-05,0.201084,30.6191,328.093,323.752
B6Ho1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/B6Ho1_ICSD_150624,1.049946406,221,527.965,1.62974,18.4136,18.1035,3.49E-05,0.218717,23.4147,172,169.103
Ni2Ta1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ni2Ta1_ICSD_105388,1.067703044,139,353.002,2.07237,8.57559,8.41687,3.01E-05,0.313627,-11.3457,204.298,200.517
As1Na3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Na3_ICSD_182163,0.201186755,225,245.745,1.97451,12.9016,11.6509,0.000175038,0.415827,-44.9048,21.3995,19.3249
C2Co1Th1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/C2Co1Th1_ICSD_601561,1.191719222,38,434.017,2.00198,11.0362,10.8462,2.90E-05,0.263784,6.24252,188.411,185.169
Ba2In4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Ba1In2_ICSD_414229,0.216801698,74,190.965,2.24348,18.9057,17.6703,0.000101228,0.475264,-63.5911,28.6421,26.7705
Cs1I1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cs1I1_ICSD_61517,-0.54289508,225,82.0159,2.46685,7.24747,5.98385,0.000275423,0.723102,-139.166,7.08504,5.84975
Ca1P2Ru2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ca1P2Ru2_ICSD_602125,1.290764503,139,561.996,2.18936,12.9544,12.6891,3.17E-05,0.205037,28.9748,150.587,147.502
Cu3Nb1Te4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cu3Nb1Te4_ICSD_628495,0.518661312,215,276.06,2.18381,23.9411,23.0527,5.80E-05,0.376756,-32.3511,56.3433,54.2525
Ta4Zn8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ta1Zn2_ICSD_652937,0.766532559,194,369.999,2.06597,34.3007,33.4638,4.00E-05,0.303018,-7.69376,136.427,133.099
Pb3Tb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pb3Tb1_ICSD_105629,-0.329434112,221,95.0241,2.09741,12.4357,11.9431,6.47E-05,0.649745,-117,47.0409,45.1776
B2Pd4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B1Pd2_ICSD_10487,0.582179311,58,343.074,2.34822,17.4128,16.908,4.19E-05,0.32198,-14.192,174.383,169.328
Al8C4Mo12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al0.4C0.2Mo0.6_ICSD_606230,0.51808338,213,424.961,2.00211,66.3523,65.3491,2.54E-05,0.268816,4.41114,217.777,214.485
As12Co4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/As3Co1_ICSD_610045,0.650107332,204,427.047,2.24499,44.9848,43.5646,4.81E-05,0.268774,4.42633,102.043,98.8215
Dy4Ge4Mg2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Dy2Ge2Mg1_ICSD_423452,0.705918423,127,317.077,1.96017,29.2667,28.4315,4.95E-05,0.340893,-20.5532,70.8082,68.7877
In4Mn2S8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In2Mn1S4_ICSD_639973,0.115979755,227,275.099,2.14563,41.9348,40.3567,5.96E-05,0.377885,-32.7179,65.0088,62.5623
Cu2In1Lu1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu2In1Lu1_ICSD_102992,0.580435691,225,256.99,2.19322,12.0935,11.5919,6.46E-05,0.395835,-38.5144,79.633,76.3304
S12Tb8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/S3Tb2_ICSD_80767,0.454436279,62,316.913,1.89827,58.2084,56.8559,4.14E-05,0.340603,-20.4566,83.6563,81.7124
As1Na1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/As1Na1_ICSD_182160,0.747266501,123,296.79,2.01058,6.11567,5.73487,0.000107588,0.362342,-27.6461,37.9672,35.6031
Al4O8Zn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al2O4Zn1_ICSD_163268,1.06682517,227,757.013,1.91026,31.7367,31.1525,3.27E-05,0.142295,57.9111,188.451,184.982
C1Rh3Tb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Rh3Tb1_ICSD_77387,0.876894743,221,356,2.18805,14.3026,14.0145,3.11E-05,0.311866,-10.7423,190.982,187.136
Al7Cu16Yb6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al7Cu16Yb6_ICSD_607188,0.02406677,225,285.897,2.1593,87.6372,83.3809,7.72E-05,0.370051,-30.168,68.9427,65.5944
Os1Si1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Os1Si1_ICSD_43417,1.351682309,221,403.995,2.17518,5.57623,5.49416,2.28E-05,0.280325,0.274783,283.757,279.581
Ge4Mn4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ge1Mn1_ICSD_187195,-0.003403841,198,229.049,2.2448,24.9782,23.372,9.92E-05,0.429419,-49.2154,54.0681,50.5913
In2Se4Zn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/In2Se4Zn1_ICSD_25647,0.400809015,82,255.006,2.18552,21.2519,20.2974,7.03E-05,0.397904,-39.1788,46.2767,44.1981
Mg3Nb6O11,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mg3Nb6O11_ICSD_62662,0.834280155,164,601.929,2.01958,50.3981,49.5349,2.87E-05,0.189776,35.4293,199.139,195.729
N4Os2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/N2Os1_ICSD_240758,1.403791185,58,644.947,2.21242,14.671,14.4494,2.31E-05,0.174754,42.095,345.479,340.262
F3Rb1Yb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/F3Rb1Yb1_ICSD_49590,0.339709755,221,256.04,2.11258,15.5961,14.5109,0.000114538,0.401203,-40.2367,41.4601,38.5751
Ca6Rh8Sn26,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ca3Rh4Sn13_ICSD_58930,-0.390562477,223,207.091,2.35187,122.405,117.339,6.00E-05,0.450693,-55.9148,67.8773,65.0683
Ni1Sb1Sc1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ni1Sb1Sc1_ICSD_40296,1.056836273,216,372.982,2.112,8.59935,8.35689,4.54E-05,0.30122,-7.0706,93.725,91.0823
Ho16In4Rh4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ho4In1Rh1_ICSD_417517,0.197941836,216,213.933,1.82703,71.9866,70.2483,4.47E-05,0.438774,-52.168,64.7548,63.1911
Nb6Sn6Tb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Nb6Sn6Tb1_ICSD_261123,0.755390004,191,354.919,2.10065,37.1814,36.4441,3.19E-05,0.31218,-10.85,116.771,114.455
Ga3Hf3Ni3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ga1Hf1Ni1_ICSD_634315,0.741194159,189,341.078,2.06696,25.9618,25.3668,3.75E-05,0.32235,-14.3173,141.652,138.406
Be1H3Na1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be1H3Na1_ICSD_158250,1.031727503,221,843.976,1.67967,10.9742,10.3497,0.000120488,0.120741,69.9311,52.1649,49.1963
C3Nb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C3Nb4_ICSD_42758,1.337049733,221,599.011,1.93816,17.5583,17.3557,2.00E-05,0.190397,35.1606,260.367,257.364
Ca1Hg1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ca1Hg1_ICSD_58900,0.474015101,221,188.052,2.2565,6.33596,5.89482,0.000108538,0.480912,-65.3476,32.5287,30.2639
Ca1Cd2P2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ca1Cd2P2_ICSD_100063,0.669340129,164,316.88,2.0902,14.815,14.2261,6.52E-05,0.342582,-21.1162,56.878,54.6171
Dy1Tl3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Dy1Tl3_ICSD_103376,-0.314840696,221,107.019,2.39981,12.744,11.9309,9.12E-05,0.62461,-109.38,42.9608,40.2199
Ca4S12Zr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ca1S3Zr1_ICSD_23286,0.532562024,62,415.891,1.93959,56.0466,54.698,4.21E-05,0.274398,2.39625,78.4928,76.6042
Ce1Pt3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ce1Pt3_ICSD_102258,0.767648529,221,254.066,2.28823,11.8259,11.5891,2.95E-05,0.394944,-38.2281,174.473,170.978
Li1Pd1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Li1Pd1_ICSD_104770,0.531130064,187,281.119,2.36476,6.21363,5.76448,0.000106622,0.377471,-32.5833,67.0409,62.1949
Mg4Si2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mg2Si1_ICSD_108584,0.266201111,227,304.022,1.82939,18.0479,17.1568,9.24E-05,0.354885,-25.1934,39.5965,37.6413
Fe1Ga2Hf6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Fe1Ga2Hf6_ICSD_631770,0.730070515,189,261.057,1.73356,26.4372,26.0216,3.05E-05,0.387693,-35.8927,118.965,117.095
Ca4Ga4Ge4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ca1Ga1Ge1_ICSD_166384,0.340886117,194,310.984,2.12962,36.0721,34.2368,8.23E-05,0.349214,-23.3187,46.924,44.5365
Al36Mg6W4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al18Mg3W2_ICSD_608448,0.378199788,227,489.174,2.00812,125.266,121.58,4.99E-05,0.237096,16.2244,86.7757,84.2223
Ni2S2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ni1S1_ICSD_151603,1.076702325,194,378.09,1.4784,11.3625,11.1137,4.76E-05,0.297036,-5.61525,82.0581,80.2612
Al8Zr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al2Zr1_ICSD_603593,1.025903633,194,541.033,1.91879,31.4476,30.8164,3.54E-05,0.213391,25.5564,109.211,107.019
Ag3Pb3Y3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ag1Pb1Y1_ICSD_107275,0.186122526,189,207.991,2.30591,27.6516,26.3973,6.74E-05,0.449841,-55.6475,56.8143,54.2373
Ru6Sn14,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ru3Sn7_ICSD_54510,0.028672901,229,244.051,2.39765,60.0735,58.1346,4.58E-05,0.407311,-42.1905,99.5598,96.3464
B2Mg1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B2Mg1_ICSD_108064,1.748307442,191,995.811,1.70729,5.54489,5.46045,3.03E-05,0.0933556,88.0176,145.461,143.246
Tb1Zn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Tb1Zn1_ICSD_106134,0.844227338,221,224.966,1.83792,6.04325,5.84181,6.22E-05,0.428457,-48.9112,53.0184,51.2511
Hg1Pt1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Hg1Pt1_ICSD_104337,0.34989113,123,176.006,2.76796,6.15339,5.90409,4.96E-05,0.492783,-69.0304,132.525,127.156
As1Pu1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/As1Pu1_ICSD_44048,0.153711231,221,139.938,2.31457,6.19159,5.93874,5.98E-05,0.550582,-86.8239,75.9975,72.8939
Al2Pd5Y1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Al2Pd5Y1_ICSD_182835,0.559232527,139,333.882,2.32663,23.349,22.6245,4.53E-05,0.329204,-16.6346,128.351,124.368
Pd3Sc3Sn3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Pd1Sc1Sn1_ICSD_648815,0.437515917,189,292.024,2.26808,26.6682,25.8082,4.83E-05,0.362475,-27.6896,93.2775,90.2694
Mo8P5,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/MCL/Mo8P5_ICSD_15058,0.980609596,6,510.062,2.09366,34.4291,33.9443,2.27E-05,0.226421,20.3649,229.655,226.421
Al8Zr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al2Zr1_ICSD_150527,1.022684006,194,540.924,1.92535,31.4478,30.8127,3.55E-05,0.213303,25.5919,109.157,106.952
Cu4La4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Cu1La1_ICSD_628213,0.033101937,62,168.035,1.84012,24.4835,23.6442,6.32E-05,0.502506,-72.0388,47.4625,45.8355
Al8C2O8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Al4C1O4_ICSD_18204,0.924519633,36,745.098,1.87543,41.13,40.4067,3.18E-05,0.145356,56.3177,143.79,141.262
Ni5U1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ni5U1_ICSD_105437,0.925926992,216,410.967,2.26556,16.8895,16.4536,3.87E-05,0.277949,1.12296,177.239,172.665
F6Na2Ni2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/F3Na1Ni1_ICSD_423598,0.386145679,63,440.3,2.18476,28.8515,27.1256,9.55E-05,0.264219,6.08362,76.6073,72.0247
Er2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Er1_ICSD_247674,1.208938253,194,195.017,1.29092,5.9693,5.8771,4.02E-05,0.460879,-59.1041,42.4318,41.7764
Al4Ca12Sb12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Al1Ca3Sb3_ICSD_36363,0.107481319,62,266.936,1.93558,83.9909,80.8933,6.50E-05,0.385084,-35.05,40.7505,39.2476
La1Zn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/La1Zn1_ICSD_104735,0.757389955,221,215.941,1.87248,6.08364,5.85433,6.82E-05,0.439039,-52.2516,42.4629,40.8624
Sn2Ti4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Sn1Ti2_ICSD_169007,0.76532426,194,342.99,2.02456,17.3157,16.9005,4.01E-05,0.321111,-13.8969,102.036,99.5894
Cs2F6Ge1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cs2F6Ge1_ICSD_35547,-0.085516685,225,233.97,2.23533,28.0477,26.2567,9.88E-05,0.422906,-47.1529,45.9977,43.0605
Ag1Pt3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ag1Pt3_ICSD_180886,0.347632452,221,221.929,2.85082,12.1378,11.693,4.38E-05,0.432317,-50.1313,172.487,166.167
Pd8S2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Pd4S1_ICSD_23865,0.086480847,114,262.957,2.65653,30.2068,28.9337,5.42E-05,0.390174,-36.6928,134.113,128.461
Ge4O8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ge1O2_ICSD_281601,0.946223758,205,713.839,2.37719,28.3512,27.5855,3.89E-05,0.154237,51.8273,216.21,210.371
Cd1Tb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cd1Tb1_ICSD_102068,0.604857589,221,179.921,1.94401,6.104,5.89778,5.92E-05,0.484588,-66.4891,51.491,49.7514
Be26Ho2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be13Ho1_ICSD_616296,1.111329737,226,873.198,1.58995,57.9744,56.8034,4.33E-05,0.115682,72.9937,108.722,106.525
As12Rh4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/As3Rh1_ICSD_34052,0.571647118,204,382.934,2.28234,45.6718,44.386,4.20E-05,0.294607,-4.7667,108.061,105.019
Co2Ga1Ta1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co2Ga1Ta1_ICSD_102451,1.049923178,225,369.017,1.99878,11.4311,11.1592,4.15E-05,0.303702,-7.93052,132.822,129.662
La2Tl2Zn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/La1Tl1Zn1_ICSD_642075,0.440902788,194,231.988,2.35116,18.4509,17.5051,7.49E-05,0.423079,-47.2079,49.4646,46.9291
Ge2Pd2Th1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ge2Pd2Th1_ICSD_53884,0.594329557,139,274.05,2.37093,14.8323,14.4107,4.07E-05,0.377357,-32.5463,121.185,117.741
Ho3In1N1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ho3In1N1_ICSD_98505,0.961760328,221,307.069,1.96147,14.6135,14.2635,4.13E-05,0.348892,-23.2122,86.7401,84.6623
Ni6Sb8Zr6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ni3Sb4Zr3_ICSD_87995,0.472067173,220,341.91,2.14166,57.7508,56.3618,3.80E-05,0.322041,-14.2128,117.816,114.983
Mo2Pt4Si6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Mo1Pt2Si3_ICSD_174199,0.776562449,26,404.911,2.22275,33.6211,32.9708,2.94E-05,0.280567,0.188616,195.577,191.794
Al1Co2Nb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al1Co2Nb1_ICSD_57620,1.363491639,225,463.032,1.60856,10.8683,10.6967,3.35E-05,0.248495,11.9014,125.836,123.849
Sb2Ta6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Sb1Ta3_ICSD_52310,0.769385451,223,280.989,2.05558,23.3483,22.9935,2.49E-05,0.36902,-29.8317,174.063,171.418
Pd3Ta1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Pd3Ta1_ICSD_105709,0.858774731,139,322.028,2.37629,11.6067,11.3513,3.13E-05,0.336642,-19.1327,194.643,190.36
O1Ta4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O1Ta4_ICSD_76022,0.852663554,123,275,1.9503,14.5963,14.3963,2.36E-05,0.374272,-31.5435,205.203,202.392
Er6Ge26Ir8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Er3Ge13Ir4_ICSD_630617,0.24049683,223,328.996,2.25132,116.532,113.267,4.23E-05,0.331898,-17.5415,116.941,113.665
S2Ti2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/S1Ti1_ICSD_52121,1.061233769,194,502.898,2.11296,10.7718,10.4901,4.21E-05,0.230133,18.9142,114.69,111.69
Mg1Sc1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Mg1Sc1_ICSD_108583,1.108713822,221,390.9,1.75107,5.71046,5.5331,6.02E-05,0.290437,-3.3045,47.0467,45.5854
Ba4Ca4Ge4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ba1Ca1Ge1_ICSD_52681,0.147722688,62,210.024,1.86816,36.8377,35.1826,8.21E-05,0.447641,-54.9568,28.3008,27.0292
Pt3Y1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Pt3Y1_ICSD_105845,0.664631635,221,250.057,2.40099,11.9052,11.6056,3.55E-05,0.400202,-39.916,159.267,155.26
C1Pu1Rh3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1Pu1Rh3_ICSD_108181,-0.263877708,221,142.967,2.24105,15.1543,14.8355,3.17E-05,0.541354,-83.9961,204.504,200.202
Ir4Mn12Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ir1Mn3Si1_ICSD_151748,0.334805468,198,351.009,2.27436,58.1812,56.2158,5.08E-05,0.317046,-12.5137,115.133,111.243
H3Mg1Ni1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/H3Mg1Ni1_ICSD_187259,0.613066586,221,493.276,1.86197,13.9204,13.21,9.51E-05,0.236729,16.3653,99.9284,94.8281
Ce1Rh3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ce1Rh3_ICSD_102269,0.905605936,221,335.064,2.29891,11.5494,11.299,3.19E-05,0.326779,-15.8165,169.757,166.076
B2Rh2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/B1Rh1_ICSD_150732,1.115250947,194,491.026,2.11353,10.7383,10.5481,2.83E-05,0.235009,17.0264,269.693,264.916
Ca1Tl1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ca1Tl1_ICSD_58941,0.318603779,221,161.058,2.18895,6.377,5.92319,0.000113091,0.521401,-77.8662,28.5099,26.481
O8Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/O2Si1_ICSD_51702,1.444480434,60,1144.28,2.03979,19.1984,18.9757,1.93E-05,0.0728225,104.987,288.962,285.609
Ca3Ga4Ni4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ca3Ga4Ni4_ICSD_58899,0.264489618,217,298.019,2.11012,32.8168,31.4919,6.56E-05,0.358051,-26.2363,71.6773,68.7837
Pt4Y2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Pt2Y1_ICSD_105843,0.656079986,227,270.941,2.36053,17.713,17.3027,3.32E-05,0.379158,-33.1308,153.42,149.867
Pt4Se4Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Pt1Se1Si1_ICSD_649595,0.604636386,29,349.885,2.30438,34.6286,33.7134,3.90E-05,0.316153,-12.2089,130.54,127.09
Er1Tl1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Er1Tl1_ICSD_103310,0.410741814,123,151.002,2.16531,6.18559,5.92938,6.53E-05,0.532233,-81.1969,52.8413,50.6526
Ba1Os2P2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba1Os2P2_ICSD_602106,0.911658756,139,333.985,2.21996,14.4202,14.1252,3.11E-05,0.326994,-15.8892,138.72,135.882
